108379;[AMC] [T8132XA] DISRUPTION OF INTERNAL OPERATION (SURGICAL) WOUND, NEC, INIT
108395;[AMC] [Z431] ENCOUNTER FOR ATTENTION TO GASTROSTOMY
108431;[AMC] [Z435] ENCOUNTER FOR ATTENTION TO CYSTOSTOMY
108412;[AMC] [Z436] ENCOUNTER FOR ATTN TO OTH ARTIF OPENINGS OF URINARY TRACT
108403;[AMC] [Z452] ENCOUNTER FOR ADJUSTMENT AND MANAGEMENT OF VAD
108371;[AMC] [Z466] ENCOUNTER FOR FITTING AND ADJUSTMENT OF URINARY DEVICE
108368;[AMC] [Z471] AFTERCARE FOLLOWING JOINT REPLACEMENT SURGERY
108370;[AMC] [Z4801] ENCOUNTER FOR CHANGE OR REMOVAL OF SURGICAL WOUND DRESSING
108411;[AMC] [Z483] AFTERCARE FOLLOWING SURGERY FOR NEOPLASM
108380;[AMC] [Z48812] ENCNTR FOR SURGICAL AFTCR FOLLOWING SURGERY ON THE CIRC SYS
108404;[AMC] [Z5181] ENCOUNTER FOR THERAPEUTIC DRUG LEVEL MONITORING
108369;[AMC] [Z6836] BODY MASS INDEX (BMI) 36.0-36.9, ADULT
108372;[AMC] [Z7901] LONG TERM (CURRENT) USE OF ANTICOAGULANTS
108405;[AMC] [Z792] LONG TERM (CURRENT) USE OF ANTIBIOTICS
108382;[AMC] [Z794] LONG TERM (CURRENT) USE OF INSULIN
108416;[AMC] [Z7951] LONG TERM (CURRENT) USE OF INHALED STEROIDS
108438;[AMC] [Z7952] LONG TERM (CURRENT) USE OF SYSTEMIC STEROIDS
108381;[AMC] [Z7982] LONG TERM (CURRENT) USE OF ASPIRIN
108437;[AMC] [Z7983] LONG TERM (CURRENT) USE OF BISPHOSPHONATES
108415;[AMC] [Z8505] PERSONAL HISTORY OF MALIGNANT NEOPLASM OF LIVER
108419;[AMC] [Z8701] PERSONAL HISTORY OF PNEUMONIA (RECURRENT)
108424;[AMC] [Z87440] PERSONAL HISTORY OF URINARY (TRACT) INFECTIONS
108376;[AMC] [Z87891] PERSONAL HISTORY OF NICOTINE DEPENDENCE
108361;[AMC] [Z9181] HISTORY OF FALLING
108430;[AMC] [Z933] COLOSTOMY STATUS
108383;[AMC] [Z951] PRESENCE OF AORTOCORONARY BYPASS GRAFT
108373;[AMC] [Z96651] PRESENCE OF RIGHT ARTIFICIAL KNEE JOINT
108360;[AMC] [Z9981] DEPENDENCE ON SUPPLEMENTAL OXYGEN
92;[CCSL2] [3.2] Diabetes mellitus without complication [49.]
123;[CCSL2] [5.10] Schizophrenia and other psychotic disorders [659]
124;[CCSL2] [5.11] Alcohol-related disorders [660]
125;[CCSL2] [5.12] Substance-related disorders [661]
126;[CCSL2] [5.13] Suicide and intentional self-inflicted injury [662]
129;[CCSL2] [5.2] Anxiety disorders [651]
130;[CCSL2] [5.4] Delirium, dementia, and amnestic and other cognitive disorders [653]
85;"[CCSL3] [10.1.1] Nephritis; nephrosis; renal sclerosis [156.]"
86;[CCSL3] [10.1.3] Chronic renal failure [158.]
87;[CCSL3] [12.3.1] Decubitus ulcer
88;[CCSL3] [12.3.2] Chronic ulcer of leg or foot
89;[CCSL3] [12.3.3] Other chronic skin ulcer
90;[CCSL3] [14.3.5] Other cystic kidney disease
91;[CCSL3] [3.11.2] Obesity
93;[CCSL3] [3.3.1] Diabetes with ketoacidosis or uncontrolled diabetes
94;[CCSL3] [3.3.2] Diabetes with renal manifestations
95;[CCSL3] [3.3.3] Diabetes with ophthalmic manifestations
96;[CCSL3] [3.3.4] Diabetes with neurological manifestations
97;[CCSL3] [3.3.5] Diabetes with circulatory manifestations
98;[CCSL3] [3.3.6] Diabetes with unspecified complications
99;[CCSL3] [3.3.7] Diabetes with other manifestations
127;[CCSL3] [5.14.2] Codes related to substance-related disorders [6632]
128;[CCSL3] [5.15.9] Other miscellaneous mental conditions [6709]
131;[CCSL3] [5.8.1] Bipolar disorders [6571]
132;[CCSL3] [5.8.2] Depressive disorders [6572]
100;[CCSL3] [6.3.1] Hemiplegia
101;[CCSL3] [7.1.1] Essential hypertension [98.]
102;[CCSL3] [7.1.2] Hypertension with complications and secondary hypertension [99.]
103;"[CCSL3] [7.2.11] Congestive heart failure; nonhypertensive [108.]"
104;[CCSL3] [7.2.3] Acute myocardial infarction [100.]
105;[CCSL3] [7.2.4] Coronary atherosclerosis and other heart disease [101.]
106;[CCSL3] [7.2.6] Pulmonary heart disease [103.]
107;[CCSL3] [7.3.1] Acute cerebrovascular disease [109.]
108;[CCSL3] [7.3.2] Occlusion or stenosis of precerebral arteries [110.]
109;[CCSL3] [7.3.3] Other and ill-defined cerebrovascular disease [111.]
110;[CCSL3] [7.3.4] Transient cerebral ischemia [112.]
111;[CCSL3] [7.3.5] Late effects of cerebrovascular disease [113.]
112;[CCSL3] [7.4.4] Other circulatory disease [117.]
113;[CCSL3] [8.1.4] Acute bronchitis [125.]
114;[CCSL3] [8.1.5] Other upper respiratory infections [126.]
115;[CCSL3] [8.2.1] Emphysema
116;"[CCSL3] [8.2.2] Chronic airway obstruction; not otherwise specified"
117;[CCSL3] [8.2.3] Obstructive chronic bronchitis
118;[CCSL3] [8.2.4] Other chronic pulmonary disease
119;[CCSL3] [8.3.1] Chronic obstructive asthma
120;[CCSL3] [8.3.2] Other and unspecified asthma
121;[CCSL3] [8.6.1] Respiratory failure
122;[CCSL3] [8.6.2] Other respiratory insufficiency
15958;[ICD10] [A00    ] Cholera
15959;[ICD10] [A00.0] Cholera due to Vibrio cholerae 01, biovar cholerae
15960;[ICD10] [A00.1] Cholera due to Vibrio cholerae 01, biovar eltor
15961;[ICD10] [A00.9] Cholera, unspecified
15962;[ICD10] [A01    ] Typhoid and paratyphoid fevers
15963;[ICD10] [A01.0] Typhoid fever
15964;[ICD10] [A01.00] Typhoid fever, unspecified
15965;[ICD10] [A01.01] Typhoid meningitis
15966;[ICD10] [A01.02] Typhoid fever with heart involvement
15967;[ICD10] [A01.03] Typhoid pneumonia
15968;[ICD10] [A01.04] Typhoid arthritis
15969;[ICD10] [A01.05] Typhoid osteomyelitis
15970;[ICD10] [A01.09] Typhoid fever with other complications
15971;[ICD10] [A01.1] Paratyphoid fever A
15972;[ICD10] [A01.2] Paratyphoid fever B
15973;[ICD10] [A01.3] Paratyphoid fever C
15974;[ICD10] [A01.4] Paratyphoid fever, unspecified
15975;[ICD10] [A02    ] Other salmonella infections
15976;[ICD10] [A02.0] Salmonella enteritis
15977;[ICD10] [A02.1] Salmonella sepsis
15978;[ICD10] [A02.2] Localized salmonella infections
15979;[ICD10] [A02.20] Localized salmonella infection, unspecified
15980;[ICD10] [A02.21] Salmonella meningitis
15981;[ICD10] [A02.22] Salmonella pneumonia
15982;[ICD10] [A02.23] Salmonella arthritis
15983;[ICD10] [A02.24] Salmonella osteomyelitis
15984;[ICD10] [A02.25] Salmonella pyelonephritis
15985;[ICD10] [A02.29] Salmonella with other localized infection
15986;[ICD10] [A02.8] Other specified salmonella infections
15987;[ICD10] [A02.9] Salmonella infection, unspecified
15988;[ICD10] [A03    ] Shigellosis
15989;[ICD10] [A03.0] Shigellosis due to Shigella dysenteriae
15990;[ICD10] [A03.1] Shigellosis due to Shigella flexneri
15991;[ICD10] [A03.2] Shigellosis due to Shigella boydii
15992;[ICD10] [A03.3] Shigellosis due to Shigella sonnei
15993;[ICD10] [A03.8] Other shigellosis
15994;[ICD10] [A03.9] Shigellosis, unspecified
15995;[ICD10] [A04    ] Other bacterial intestinal infections
15996;[ICD10] [A04.0] Enteropathogenic Escherichia coli infection
15997;[ICD10] [A04.1] Enterotoxigenic Escherichia coli infection
15998;[ICD10] [A04.2] Enteroinvasive Escherichia coli infection
15999;[ICD10] [A04.3] Enterohemorrhagic Escherichia coli infection
16000;[ICD10] [A04.4] Other intestinal Escherichia coli infections
16001;[ICD10] [A04.5] Campylobacter enteritis
16002;[ICD10] [A04.6] Enteritis due to Yersinia enterocolitica
16003;[ICD10] [A04.7] Enterocolitis due to Clostridium difficile
16004;[ICD10] [A04.8] Other specified bacterial intestinal infections
16005;[ICD10] [A04.9] Bacterial intestinal infection, unspecified
16006;[ICD10] [A05    ] Other bacterial foodborne intoxications, not elsewhere classified
16007;[ICD10] [A05.0] Foodborne staphylococcal intoxication
16008;[ICD10] [A05.1] Botulism food poisoning
16009;[ICD10] [A05.2] Foodborne Clostridium perfringens [Clostridium welchii] intoxication
16010;[ICD10] [A05.3] Foodborne Vibrio parahaemolyticus intoxication
16011;[ICD10] [A05.4] Foodborne Bacillus cereus intoxication
16012;[ICD10] [A05.5] Foodborne Vibrio vulnificus intoxication
16013;[ICD10] [A05.8] Other specified bacterial foodborne intoxications
16014;[ICD10] [A05.9] Bacterial foodborne intoxication, unspecified
16015;[ICD10] [A06    ] Amebiasis
16016;[ICD10] [A06.0] Acute amebic dysentery
16017;[ICD10] [A06.1] Chronic intestinal amebiasis
16018;[ICD10] [A06.2] Amebic nondysenteric colitis
16019;[ICD10] [A06.3] Ameboma of intestine
16020;[ICD10] [A06.4] Amebic liver abscess
16021;[ICD10] [A06.5] Amebic lung abscess
16022;[ICD10] [A06.6] Amebic brain abscess
16023;[ICD10] [A06.7] Cutaneous amebiasis
16024;[ICD10] [A06.8] Amebic infection of other sites
16025;[ICD10] [A06.81] Amebic cystitis
16026;[ICD10] [A06.82] Other amebic genitourinary infections
16027;[ICD10] [A06.89] Other amebic infections
16028;[ICD10] [A06.9] Amebiasis, unspecified
16029;[ICD10] [A07    ] Other protozoal intestinal diseases
16030;[ICD10] [A07.0] Balantidiasis
16031;[ICD10] [A07.1] Giardiasis [lambliasis]
16032;[ICD10] [A07.2] Cryptosporidiosis
16033;[ICD10] [A07.3] Isosporiasis
16034;[ICD10] [A07.4] Cyclosporiasis
16035;[ICD10] [A07.8] Other specified protozoal intestinal diseases
16036;[ICD10] [A07.9] Protozoal intestinal disease, unspecified
16037;[ICD10] [A08    ] Viral and other specified intestinal infections
16038;[ICD10] [A08.0] Rotaviral enteritis
16039;[ICD10] [A08.1] Acute gastroenteropathy due to Norwalk agent and other small round viruses
16040;[ICD10] [A08.11] Acute gastroenteropathy due to Norwalk agent
16041;[ICD10] [A08.19] Acute gastroenteropathy due to other small round viruses
16042;[ICD10] [A08.2] Adenoviral enteritis
16043;[ICD10] [A08.3] Other viral enteritis
16044;[ICD10] [A08.31] Calicivirus enteritis
16045;[ICD10] [A08.32] Astrovirus enteritis
16046;[ICD10] [A08.39] Other viral enteritis
16047;[ICD10] [A08.4] Viral intestinal infection, unspecified
16048;[ICD10] [A08.8] Other specified intestinal infections
16049;[ICD10] [A09    ] Infectious gastroenteritis and colitis, unspecified
16050;[ICD10] [A15    ] Respiratory tuberculosis
16051;[ICD10] [A15.0] Tuberculosis of lung
16052;[ICD10] [A15.4] Tuberculosis of intrathoracic lymph nodes
16053;[ICD10] [A15.5] Tuberculosis of larynx, trachea and bronchus
16054;[ICD10] [A15.6] Tuberculous pleurisy
16055;[ICD10] [A15.7] Primary respiratory tuberculosis
16056;[ICD10] [A15.8] Other respiratory tuberculosis
16057;[ICD10] [A15.9] Respiratory tuberculosis unspecified
16058;[ICD10] [A17    ] Tuberculosis of nervous system
16059;[ICD10] [A17.0] Tuberculous meningitis
16060;[ICD10] [A17.1] Meningeal tuberculoma
16061;[ICD10] [A17.8] Other tuberculosis of nervous system
16062;[ICD10] [A17.81] Tuberculoma of brain and spinal cord
16063;[ICD10] [A17.82] Tuberculous meningoencephalitis
16064;[ICD10] [A17.83] Tuberculous neuritis
16065;[ICD10] [A17.89] Other tuberculosis of nervous system
16066;[ICD10] [A17.9] Tuberculosis of nervous system, unspecified
16067;[ICD10] [A18    ] Tuberculosis of other organs
16068;[ICD10] [A18.0] Tuberculosis of bones and joints
16069;[ICD10] [A18.01] Tuberculosis of spine
16070;[ICD10] [A18.02] Tuberculous arthritis of other joints
16071;[ICD10] [A18.03] Tuberculosis of other bones
16072;[ICD10] [A18.09] Other musculoskeletal tuberculosis
16073;[ICD10] [A18.1] Tuberculosis of genitourinary system
16074;[ICD10] [A18.10] Tuberculosis of genitourinary system, unspecified
16075;[ICD10] [A18.11] Tuberculosis of kidney and ureter
16076;[ICD10] [A18.12] Tuberculosis of bladder
16077;[ICD10] [A18.13] Tuberculosis of other urinary organs
16078;[ICD10] [A18.14] Tuberculosis of prostate
16079;[ICD10] [A18.15] Tuberculosis of other male genital organs
16080;[ICD10] [A18.16] Tuberculosis of cervix
16081;[ICD10] [A18.17] Tuberculous female pelvic inflammatory disease
16082;[ICD10] [A18.18] Tuberculosis of other female genital organs
16083;[ICD10] [A18.2] Tuberculous peripheral lymphadenopathy
16084;[ICD10] [A18.3] Tuberculosis of intestines, peritoneum and mesenteric glands
16085;[ICD10] [A18.31] Tuberculous peritonitis
16086;[ICD10] [A18.32] Tuberculous enteritis
16087;[ICD10] [A18.39] Retroperitoneal tuberculosis
16088;[ICD10] [A18.4] Tuberculosis of skin and subcutaneous tissue
16089;[ICD10] [A18.5] Tuberculosis of eye
16090;[ICD10] [A18.50] Tuberculosis of eye, unspecified
16091;[ICD10] [A18.51] Tuberculous episcleritis
16092;[ICD10] [A18.52] Tuberculous keratitis
16093;[ICD10] [A18.53] Tuberculous chorioretinitis
16094;[ICD10] [A18.54] Tuberculous iridocyclitis
16095;[ICD10] [A18.59] Other tuberculosis of eye
16096;[ICD10] [A18.6] Tuberculosis of (inner) (middle) ear
16097;[ICD10] [A18.7] Tuberculosis of adrenal glands
16098;[ICD10] [A18.8] Tuberculosis of other specified organs
16099;[ICD10] [A18.81] Tuberculosis of thyroid gland
16100;[ICD10] [A18.82] Tuberculosis of other endocrine glands
16101;[ICD10] [A18.83] Tuberculosis of digestive tract organs, not elsewhere classified
16102;[ICD10] [A18.84] Tuberculosis of heart
16103;[ICD10] [A18.85] Tuberculosis of spleen
16104;[ICD10] [A18.89] Tuberculosis of other sites
16105;[ICD10] [A19    ] Miliary tuberculosis
16106;[ICD10] [A19.0] Acute miliary tuberculosis of a single specified site
16107;[ICD10] [A19.1] Acute miliary tuberculosis of multiple sites
16108;[ICD10] [A19.2] Acute miliary tuberculosis, unspecified
16109;[ICD10] [A19.8] Other miliary tuberculosis
16110;[ICD10] [A19.9] Miliary tuberculosis, unspecified
16111;[ICD10] [A20    ] Plague
16112;[ICD10] [A20.0] Bubonic plague
16113;[ICD10] [A20.1] Cellulocutaneous plague
16114;[ICD10] [A20.2] Pneumonic plague
16115;[ICD10] [A20.3] Plague meningitis
16116;[ICD10] [A20.7] Septicemic plague
16117;[ICD10] [A20.8] Other forms of plague
16118;[ICD10] [A20.9] Plague, unspecified
16119;[ICD10] [A21    ] Tularemia
16120;[ICD10] [A21.0] Ulceroglandular tularemia
16121;[ICD10] [A21.1] Oculoglandular tularemia
16122;[ICD10] [A21.2] Pulmonary tularemia
16123;[ICD10] [A21.3] Gastrointestinal tularemia
16124;[ICD10] [A21.7] Generalized tularemia
16125;[ICD10] [A21.8] Other forms of tularemia
16126;[ICD10] [A21.9] Tularemia, unspecified
16127;[ICD10] [A22    ] Anthrax
16128;[ICD10] [A22.0] Cutaneous anthrax
16129;[ICD10] [A22.1] Pulmonary anthrax
16130;[ICD10] [A22.2] Gastrointestinal anthrax
16131;[ICD10] [A22.7] Anthrax sepsis
16132;[ICD10] [A22.8] Other forms of anthrax
16133;[ICD10] [A22.9] Anthrax, unspecified
16134;[ICD10] [A23    ] Brucellosis
16135;[ICD10] [A23.0] Brucellosis due to Brucella melitensis
16136;[ICD10] [A23.1] Brucellosis due to Brucella abortus
16137;[ICD10] [A23.2] Brucellosis due to Brucella suis
16138;[ICD10] [A23.3] Brucellosis due to Brucella canis
16139;[ICD10] [A23.8] Other brucellosis
16140;[ICD10] [A23.9] Brucellosis, unspecified
16141;[ICD10] [A24    ] Glanders and melioidosis
16142;[ICD10] [A24.0] Glanders
16143;[ICD10] [A24.1] Acute and fulminating melioidosis
16144;[ICD10] [A24.2] Subacute and chronic melioidosis
16145;[ICD10] [A24.3] Other melioidosis
16146;[ICD10] [A24.9] Melioidosis, unspecified
16147;[ICD10] [A25    ] Rat-bite fevers
16148;[ICD10] [A25.0] Spirillosis
16149;[ICD10] [A25.1] Streptobacillosis
16150;[ICD10] [A25.9] Rat-bite fever, unspecified
16151;[ICD10] [A26    ] Erysipeloid
16152;[ICD10] [A26.0] Cutaneous erysipeloid
16153;[ICD10] [A26.7] Erysipelothrix sepsis
16154;[ICD10] [A26.8] Other forms of erysipeloid
16155;[ICD10] [A26.9] Erysipeloid, unspecified
16156;[ICD10] [A27    ] Leptospirosis
16157;[ICD10] [A27.0] Leptospirosis icterohemorrhagica
16158;[ICD10] [A27.8] Other forms of leptospirosis
16159;[ICD10] [A27.81] Aseptic meningitis in leptospirosis
16160;[ICD10] [A27.89] Other forms of leptospirosis
16161;[ICD10] [A27.9] Leptospirosis, unspecified
16162;[ICD10] [A28    ] Other zoonotic bacterial diseases, not elsewhere classified
16163;[ICD10] [A28.0] Pasteurellosis
16164;[ICD10] [A28.1] Cat-scratch disease
16165;[ICD10] [A28.2] Extraintestinal yersiniosis
16166;[ICD10] [A28.8] Other specified zoonotic bacterial diseases, not elsewhere classified
